ZIP,15-24,25-44,45-64,65+
ZCTA5 55040,2.8,34.7,42.3,20.2
ZCTA5 55041,1,25.4,36.7,36.9
ZCTA5 55042,0.7,24.8,52.4,22.1
ZCTA5 55043,2.3,24.2,45,28.5
ZCTA5 55044,1.3,34.4,46.5,17.8
ZCTA5 55045,4.9,23.8,45.3,26
ZCTA5 55046,4.1,44.7,33.9,17.3
ZCTA5 55047,0.5,11.4,58.1,30
ZCTA5 55049,1.5,38.5,41.6,18.4
ZCTA5 55051,3,25.9,38.4,32.8
ZCTA5 55052,1,32.5,43,23.5
ZCTA5 55053,1,31.3,48.3,19.4
ZCTA5 55054,0,60.3,34,5.7
ZCTA5 55055,4.9,32,43.6,19.5
ZCTA5 55056,0.8,31.7,43.8,23.7
ZCTA5 55057,3.5,28.5,38.8,29.1
ZCTA5 55060,3.7,31.1,38.7,26.6
ZCTA5 55063,2.1,26.3,38.5,33
ZCTA5 55065,1.5,26.5,47.9,24.1
ZCTA5 55066,4.7,27.3,37.5,30.6
ZCTA5 55068,1.2,35.5,44.4,18.9
ZCTA5 55069,6.9,22.4,43.7,27
ZCTA5 55070,1.7,39,42.9,16.3
ZCTA5 55071,1.7,40,37.9,20.4
ZCTA5 55072,2.7,23.3,38.5,35.6
ZCTA5 55073,0,20.4,51.6,28
ZCTA5 55074,5.5,36.7,42.5,15.4
ZCTA5 55075,5,34.6,38.2,22.1
ZCTA5 55076,1.9,29.1,42.3,26.7
ZCTA5 55077,2.4,33.8,41.4,22.3
ZCTA5 55079,0.9,28.3,50.1,20.6
ZCTA5 55080,1.6,26,44.5,27.9
ZCTA5 55082,1.2,25.6,43.4,29.8
ZCTA5 55084,0.6,29.8,40.5,29
ZCTA5 55085,1.6,27.8,41.2,29.4
ZCTA5 55087,2.8,47.6,28,21.7
ZCTA5 55088,1.5,25.5,42.1,30.8
ZCTA5 55089,3.2,22.7,46.9,27.1
ZCTA5 55090,0,14.9,50.4,34.8
ZCTA5 55092,1.3,28.2,44.9,25.6
ZCTA5 55101,7,49.9,26.8,16.3
ZCTA5 55102,4.6,41.6,32.4,21.3
ZCTA5 55103,3.6,40.1,38.6,17.7
ZCTA5 55104,8.5,41.2,33.3,17
ZCTA5 55105,5.5,35.4,38.9,20.3
ZCTA5 55106,3.5,45.2,36.8,14.5
ZCTA5 55107,5.4,43.2,34.1,17.3
ZCTA5 55108,7.8,44.3,27.6,20.3
ZCTA5 55109,2.5,34.1,34.6,28.8
ZCTA5 55110,1,26.5,41.9,30.5
ZCTA5 55111,0,0,68,32
ZCTA5 55112,2.9,33.4,35.2,28.6
ZCTA5 55113,3.6,30.6,33.7,32.1
ZCTA5 55114,15.6,50.1,24.6,9.7
ZCTA5 55115,0.3,23,45.1,31.6
ZCTA5 55116,4.2,34.3,34.9,26.6
ZCTA5 55117,3.5,38.6,37.5,20.4
ZCTA5 55118,2.4,26.1,38.3,33.2
ZCTA5 55119,3.6,41.3,35,20.1
ZCTA5 55120,0.8,22.6,41.8,34.7
ZCTA5 55121,8.3,44,31.6,16
ZCTA5 55122,4,35.5,39.9,20.7
ZCTA5 55123,1.8,32.6,48.9,16.7
ZCTA5 55124,3,32.2,41,23.9
ZCTA5 55125,2,35.3,41.6,21.1
ZCTA5 55126,1.6,25.6,41.4,31.4
ZCTA5 55127,1.1,20,41.3,37.6
ZCTA5 55128,2.4,29.7,40.7,27.2
ZCTA5 55129,2.1,37.7,43.4,16.8
ZCTA5 55130,3.9,48.2,34.5,13.4
ZCTA5 55150,7,39.4,35.2,18.3
ZCTA5 55155,-,-,-,-
ZCTA5 55301,5.3,47.8,34.1,12.8
ZCTA5 55302,2.3,25.7,40.7,31.2
ZCTA5 55303,3,32.4,41.5,23.2
ZCTA5 55304,0.9,29.2,48.7,21.2
ZCTA5 55305,2.9,34.8,30.2,32.1
ZCTA5 55306,3.9,32,40.9,23.2
ZCTA5 55307,5.4,26.9,39.2,28.5
ZCTA5 55308,1.4,39.7,43.4,15.4
ZCTA5 55309,1.5,41.7,41.1,15.7
ZCTA5 55310,3.5,20.7,45.2,30.6
ZCTA5 55311,0.4,33,48.7,17.9
ZCTA5 55312,2,22.5,45.2,30.3
ZCTA5 55313,5.1,32,39.4,23.5
ZCTA5 55314,0.6,27.4,38.7,33.2
ZCTA5 55315,1.1,47.7,37,14.2
ZCTA5 55316,0.9,31,48.7,19.5
ZCTA5 55317,1,31.1,49.4,18.5
ZCTA5 55318,3.6,36.5,42.4,17.6
ZCTA5 55319,1.5,29.9,45.5,23.1
ZCTA5 55320,4.2,30.9,42,22.9
ZCTA5 55321,3.5,31.9,38.7,25.8
ZCTA5 55322,0.5,33.1,45,21.3
ZCTA5 55324,0.2,23.6,38.7,37.4
ZCTA5 55325,1.9,28.1,42.2,27.7
ZCTA5 55327,0,25.6,52.7,21.6
ZCTA5 55328,0,31.6,44.9,23.5
ZCTA5 55329,6.1,28.1,36.3,29.5
ZCTA5 55330,1.7,35.8,43,19.5
ZCTA5 55331,0.7,22.6,49.9,26.8
ZCTA5 55332,3.9,27.4,39.7,28.9
ZCTA5 55333,7.3,21.5,48.3,23
ZCTA5 55334,1.6,26.3,39.4,32.8
ZCTA5 55335,2.7,29,39.6,28.7
ZCTA5 55336,2.2,29,38.5,30.3
ZCTA5 55337,5.9,32.6,37.9,23.6
ZCTA5 55338,0,36.3,41.2,22.5
ZCTA5 55339,2.8,23.7,48.3,25.3
ZCTA5 55340,1.9,32.5,49.1,16.5
ZCTA5 55341,1.4,46.3,40,12.3
ZCTA5 55342,2.4,22.4,44.6,30.6
ZCTA5 55343,3.4,40.6,33.8,22.3
ZCTA5 55344,5.7,46.4,28.8,19.2
ZCTA5 55345,0.7,24.2,43.6,31.6
ZCTA5 55346,0.6,30.3,48.5,20.6
ZCTA5 55347,0.6,31.1,49,19.4
ZCTA5 55349,2.1,31.4,39.6,26.9
ZCTA5 55350,5.5,26.6,38.1,29.8
ZCTA5 55352,3.4,33.1,45,18.5
ZCTA5 55353,5.1,27.9,45.6,21.3
ZCTA5 55354,1.8,36.4,38,23.8
ZCTA5 55355,4,26.5,36.8,32.8
ZCTA5 55356,0.2,19.6,55.5,24.7
ZCTA5 55357,0.6,24.3,50.5,24.6
ZCTA5 55358,1.3,29.9,44.3,24.5
ZCTA5 55359,0.9,21.2,50.3,27.6
ZCTA5 55360,2.1,46.6,34.5,16.7
ZCTA5 55362,4.4,38.1,37.4,20.1
ZCTA5 55363,3.4,46,34.8,15.8
ZCTA5 55364,1.7,27.8,47.7,22.8
ZCTA5 55366,28.1,20.4,25.8,25.8
ZCTA5 55367,0.8,32.7,44.3,22.2
ZCTA5 55368,1.6,34.1,31.6,32.6
ZCTA5 55369,1.8,33.7,40.8,23.7
ZCTA5 55370,2.5,23,43.9,30.6
ZCTA5 55371,2.2,36.1,38.8,22.9
ZCTA5 55372,0.8,32.9,44.3,22
ZCTA5 55373,1.8,30.4,51.3,16.5
ZCTA5 55374,1.4,32.3,45,21.3
ZCTA5 55375,2.9,33.9,50.8,12.4
ZCTA5 55376,3.6,34.4,47.3,14.7
ZCTA5 55378,1.1,38.4,46.7,13.8
ZCTA5 55379,3.8,40.5,40.2,15.5
ZCTA5 55381,3.1,26.7,45.1,25.2
ZCTA5 55382,1.9,23.4,48.4,26.2
ZCTA5 55384,0,25.6,36.8,37.6
ZCTA5 55385,4.6,26.4,42.7,26.4
ZCTA5 55386,0,32.6,47.7,19.7
ZCTA5 55387,1.8,31.8,41.8,24.6
ZCTA5 55388,5.5,33.2,41.3,20
ZCTA5 55389,4.7,30.7,35.9,28.7
ZCTA5 55390,1.1,36.9,42.8,19.2
ZCTA5 55391,0.6,21,42.5,36
ZCTA5 55395,3.9,30,42.9,23.2
ZCTA5 55396,2.7,33.2,32.9,31.2
ZCTA5 55397,4,36.3,39,20.7
ZCTA5 55398,0.7,36.6,45.6,17.1
ZCTA5 55401,4.7,58,25.4,11.9
ZCTA5 55402,7.8,62,26.7,3.4
ZCTA5 55403,9.9,49.3,27.7,13.2
ZCTA5 55404,7.6,47.4,28.9,16.1
ZCTA5 55405,5.9,51.1,27,16
ZCTA5 55406,1.7,40,37.1,21.2
ZCTA5 55407,3.1,49.6,32.4,14.8
ZCTA5 55408,11.5,54.8,22.3,11.4
ZCTA5 55409,3.4,44,37.1,15.5
ZCTA5 55410,1.7,36.7,39.1,22.5
ZCTA5 55411,5.3,46.2,33.9,14.5
ZCTA5 55412,1,42,41.3,15.6
ZCTA5 55413,6,48.2,25.6,20.3
ZCTA5 55414,36.8,39.1,15.3,8.8
ZCTA5 55415,5.7,58.7,28.2,7.4
ZCTA5 55416,5.8,45.4,27.9,20.9
ZCTA5 55417,2.4,38.2,40,19.5
ZCTA5 55418,2.8,42.3,33.9,21
ZCTA5 55419,1.8,40.4,37.5,20.3
ZCTA5 55420,3.3,32.3,36.9,27.5
ZCTA5 55421,3.9,34.9,35.4,25.7
ZCTA5 55422,1.3,35.2,37.1,26.5
ZCTA5 55423,3.9,40.8,30.3,25
ZCTA5 55424,0,24,52.9,23.2
ZCTA5 55425,4,39.4,34.4,22.2
ZCTA5 55426,4,45.1,31,19.9
ZCTA5 55427,4,34.1,35.2,26.8
ZCTA5 55428,3.4,37.7,35.7,23.1
ZCTA5 55429,5.6,42.5,33.7,18.2
ZCTA5 55430,4,41.5,36.6,17.9
ZCTA5 55431,1.6,30.7,33.4,34.3
ZCTA5 55432,2.8,35.3,35,26.9
ZCTA5 55433,4.3,31.8,37.5,26.5
ZCTA5 55434,2.3,33.1,40.1,24.5
ZCTA5 55435,4,29.4,25.6,40.9
ZCTA5 55436,1.3,24.6,37.1,37.1
ZCTA5 55437,4.1,27.7,38,30.2
ZCTA5 55438,3.3,24,38.7,34
ZCTA5 55439,0.2,20.4,41.6,37.8
ZCTA5 55441,4,36.1,38,21.8
ZCTA5 55442,0.9,27.8,44.3,27
ZCTA5 55443,1.8,36.2,40.3,21.7
ZCTA5 55444,0.6,33.9,46.6,18.9
ZCTA5 55445,2.5,38,40.6,18.9
ZCTA5 55446,1.1,38.3,39.5,21.1
ZCTA5 55447,3.2,33.2,40.1,23.5
ZCTA5 55448,1.2,31.1,42.5,25.2
ZCTA5 55449,0.8,39.8,41.9,17.4
ZCTA5 55450,0,100,0,0
ZCTA5 55454,15.8,44.5,23.4,16.3
ZCTA5 55455,-,-,-,-
ZCTA5 55601,0,8.2,61.2,30.6
ZCTA5 55602,0,8.7,62.5,28.8
ZCTA5 55603,0,17.2,54.2,28.6
ZCTA5 55604,2.7,22.4,38.8,36
ZCTA5 55605,5.2,29,44.3,21.4
ZCTA5 55606,0,11,48.3,40.7
ZCTA5 55607,0,13.1,38.1,48.8
ZCTA5 55609,0,12.6,63.2,24.2
ZCTA5 55612,13.6,19.1,29,38.2
ZCTA5 55613,0,16.5,50.5,33
ZCTA5 55614,4,23.7,39.6,32.7
ZCTA5 55615,0,26.8,36.6,36.6
ZCTA5 55616,5.6,28.4,35.8,30.2
ZCTA5 55702,2.2,34.2,37.7,26
ZCTA5 55703,0,22,38.6,39.5
ZCTA5 55704,1.6,26.5,40.2,31.7
ZCTA5 55705,2.1,27.1,38,32.8
ZCTA5 55706,2.1,21.1,36.1,40.6
ZCTA5 55707,3.5,27.4,42.5,26.6
ZCTA5 55708,7,23.4,39.2,30.4
ZCTA5 55709,2.2,25.2,45.1,27.5
ZCTA5 55710,7.9,16.5,45.1,30.5
ZCTA5 55711,4.5,32.7,35.7,27.1
ZCTA5 55712,0.9,25.4,36.2,37.5
ZCTA5 55713,6.9,20.3,44,28.7
ZCTA5 55716,11.3,25.2,41.7,21.9
ZCTA5 55717,0.7,13.4,57.7,28.2
ZCTA5 55718,1.5,24.5,42.1,31.9
ZCTA5 55719,3.5,26.9,41.9,27.6
ZCTA5 55720,4.8,32.7,38.6,23.9
ZCTA5 55721,2.8,23.9,39,34.3
ZCTA5 55722,12.1,35.8,30.9,21.3
ZCTA5 55723,1.8,17.5,33.8,46.8
ZCTA5 55724,0,17.4,50,32.6
ZCTA5 55725,0,10.7,66.7,22.6
ZCTA5 55726,0.4,24.3,39.2,36.1
ZCTA5 55731,1.3,18.1,39.8,40.8
ZCTA5 55732,0.3,20,44.2,35.6
ZCTA5 55733,1.3,27.8,46.8,24.1
ZCTA5 55734,10,25.1,38.8,26.1
ZCTA5 55735,1.9,20,37.7,40.4
ZCTA5 55736,1.6,21.4,42.7,34.3
ZCTA5 55738,0,18.8,45.2,36.1
ZCTA5 55741,1.1,21.6,43.3,34
ZCTA5 55742,0,18.5,45.2,36.3
ZCTA5 55744,3.2,27.5,36.7,32.6
ZCTA5 55746,3.1,27.6,38.9,30.5
ZCTA5 55748,5.5,28.4,32.6,33.5
ZCTA5 55749,0,22.5,52,25.5
ZCTA5 55750,1.6,24.9,34,39.5
ZCTA5 55751,0,22.7,49.9,27.4
ZCTA5 55752,2,10.8,46.3,40.9
ZCTA5 55753,3.2,22.7,42.2,32
ZCTA5 55756,0,27.3,44,28.7
ZCTA5 55757,0.7,24.2,47.7,27.5
ZCTA5 55758,0,28,46.7,25.3
ZCTA5 55760,2.5,16.5,39.4,41.5
ZCTA5 55763,6,15.5,41.9,36.6
ZCTA5 55764,2.3,23.8,51,22.8
ZCTA5 55765,0.3,22.4,44.3,33.1
ZCTA5 55766,0,25,37.5,37.5
ZCTA5 55767,3,23.4,36.2,37.4
ZCTA5 55768,5.2,24.8,39.9,30.1
ZCTA5 55769,9.1,21.9,37.4,31.5
ZCTA5 55771,0.8,14.1,51.5,33.6
ZCTA5 55772,0,39.4,30.3,30.3
ZCTA5 55775,2.4,23.9,39.8,34
ZCTA5 55779,1.3,29.2,48,21.5
ZCTA5 55780,0,31,45.1,23.9
ZCTA5 55781,0,7.4,39.7,52.9
ZCTA5 55782,0,19.4,56.5,24.2
ZCTA5 55783,1.2,18.5,39.5,40.8
ZCTA5 55784,0,18.4,53.1,28.6
ZCTA5 55785,2.7,8,35.7,53.6
ZCTA5 55786,0,40.2,28.4,31.4
ZCTA5 55787,4.3,14.7,46.9,34.1
ZCTA5 55790,1.8,17.5,36.9,43.8
ZCTA5 55792,6.2,26.1,37.5,30.3
ZCTA5 55793,2.3,20.5,45.5,31.8
ZCTA5 55795,0.5,34.1,40.3,25
ZCTA5 55797,2,26.8,45,26.2
ZCTA5 55798,0.8,27.1,45,27.1
ZCTA5 55802,3.5,18.7,35.4,42.3
ZCTA5 55803,3.9,28.3,38.7,29.2
ZCTA5 55804,2.7,29.6,38.3,29.4
ZCTA5 55805,24.9,34.3,25,15.8
ZCTA5 55806,13.6,40.5,32.4,13.5
ZCTA5 55807,5.3,33.6,38.7,22.4
ZCTA5 55808,2.8,33.4,38.4,25.5
ZCTA5 55810,1,26.4,40.8,31.8
ZCTA5 55811,10,28.7,29.5,31.8
ZCTA5 55812,21.1,34.1,29.7,15.1
ZCTA5 55814,-,-,-,-
ZCTA5 55901,7.3,38.5,31.9,22.4
ZCTA5 55902,5.8,33.8,34.6,25.8
ZCTA5 55904,5.2,38.9,34.2,21.7
ZCTA5 55905,-,-,-,-
ZCTA5 55906,2.8,32.7,40,24.5
ZCTA5 55909,0.4,28,37.8,33.9
ZCTA5 55910,3.9,31.4,41.6,23.2
ZCTA5 55912,5,30.7,35.2,29.1
ZCTA5 55917,1.7,33.2,34.1,30.9
ZCTA5 55918,3,29.4,38.5,29.1
ZCTA5 55919,0,22.6,39.1,38.3
ZCTA5 55920,0.8,42,37.8,19.3
ZCTA5 55921,3,27.9,40.3,28.8
ZCTA5 55922,3.6,38.5,42.7,15.1
ZCTA5 55923,6.7,31,36.6,25.7
ZCTA5 55924,5,27.6,41.7,25.7
ZCTA5 55925,1.4,39.1,32.8,26.7
ZCTA5 55926,4.1,19.7,43.4,32.9
ZCTA5 55927,2.3,33.6,39,25.2
ZCTA5 55929,4.6,41.1,38.1,16.2
ZCTA5 55931,2.5,22.3,43.3,31.8
ZCTA5 55932,8.4,32.5,36.1,23
ZCTA5 55933,0,43.2,37.9,18.9
ZCTA5 55934,0.9,32.6,45,21.4
ZCTA5 55935,3.6,24.1,45.2,27.1
ZCTA5 55936,4.3,33.4,38.3,24
ZCTA5 55939,1.7,24.7,36.2,37.4
ZCTA5 55940,5.4,32,36.8,25.8
ZCTA5 55941,1.9,36.1,40.9,21.1
ZCTA5 55943,4,23.4,47.1,25.5
ZCTA5 55944,4.5,39.5,35.9,20.1
ZCTA5 55945,2.8,24.9,37.7,34.6
ZCTA5 55946,3.4,29.6,38.4,28.6
ZCTA5 55947,5.6,29.1,37.9,27.4
ZCTA5 55949,1.7,25,36.2,37.1
ZCTA5 55950,0,30,16.7,53.3
ZCTA5 55951,3.4,23.3,38,35.4
ZCTA5 55952,2.5,31.1,41.1,25.3
ZCTA5 55953,4.6,27.2,39.5,28.7
ZCTA5 55954,2.2,23.5,43.4,31
ZCTA5 55955,3.5,28.1,49.5,19
ZCTA5 55956,3.2,22.6,46.4,27.8
ZCTA5 55957,6.2,22.3,45.7,25.8
ZCTA5 55959,5.7,24.8,50.2,19.4
ZCTA5 55960,0.2,24.8,51.6,23.4
ZCTA5 55961,3.8,23.1,38.5,34.6
ZCTA5 55962,3.3,23.4,36.3,36.9
ZCTA5 55963,3.4,32.3,38.8,25.5
ZCTA5 55964,5.8,32.2,38.5,23.5
ZCTA5 55965,4.7,30.6,36.5,28.2
ZCTA5 55967,0.5,37.4,34,28.1
ZCTA5 55968,4.5,13.6,34.1,47.7
ZCTA5 55969,2,25.9,47.4,24.7
ZCTA5 55970,4.7,23.5,37.7,34.1
ZCTA5 55971,3.2,28.7,33.2,34.9
ZCTA5 55972,5.4,30.2,41.9,22.5
ZCTA5 55973,1.9,21,57.1,20
ZCTA5 55974,1.1,23.6,35.9,39.4
ZCTA5 55975,4.8,28.9,37.5,28.8
ZCTA5 55976,3.1,32.6,38.3,25.9
ZCTA5 55977,1.4,39.1,27.5,31.9
ZCTA5 55979,4.7,37.8,36.1,21.4
ZCTA5 55981,1.7,21.2,36.2,40.8
ZCTA5 55982,2.7,31,37.5,28.8
ZCTA5 55983,2.3,28,42.6,27
ZCTA5 55985,2.2,31,39.9,27
ZCTA5 55987,13.4,27.2,32.1,27.3
ZCTA5 55990,6.9,24.6,43.1,25.4
ZCTA5 55991,0.7,27.6,47,24.7
ZCTA5 55992,1.3,31,38.2,29.5
ZCTA5 56001,20.2,33,27.5,19.3
ZCTA5 56003,2.9,36.5,36.3,24.3
ZCTA5 56007,3.8,27.4,35.7,33.1
ZCTA5 56009,3.4,26.1,37.9,32.6
ZCTA5 56010,2.9,26.9,41,29.2
ZCTA5 56011,3.3,43.3,35.8,17.6
ZCTA5 56013,2.2,26.1,35.7,35.9
ZCTA5 56014,6.1,19.7,36.9,37.3
ZCTA5 56016,2.4,29,45.7,22.9
ZCTA5 56017,3.3,21.9,42.9,31.9
ZCTA5 56019,3.7,25,34.4,36.9
ZCTA5 56020,0,48,30,22
ZCTA5 56021,0,31.5,42.6,25.9
ZCTA5 56022,9.1,31.8,27.3,31.8
ZCTA5 56023,7.6,25.4,37.7,29.2
ZCTA5 56024,9.6,40.2,34.5,15.7
ZCTA5 56025,3.2,25.3,38.2,33.3
ZCTA5 56026,2.8,23.8,45.4,28
ZCTA5 56027,8.5,20.5,36,35
ZCTA5 56028,0,27.1,32.6,40.3
ZCTA5 56029,5.1,16.1,39.3,39.6
ZCTA5 56031,5.2,27,33.4,34.5
ZCTA5 56032,1.8,29.5,51.8,17
ZCTA5 56033,16.8,30.4,23.6,29.2
ZCTA5 56034,9.2,41.8,36.2,12.8
ZCTA5 56035,0,24.7,34.9,40.4
ZCTA5 56036,1,22.1,46.1,30.8
ZCTA5 56037,1.4,30.4,41,27.2
ZCTA5 56039,2.1,26.9,44.1,26.9
ZCTA5 56041,3.1,28.3,40.7,27.9
ZCTA5 56042,7.6,28.7,36.9,26.8
ZCTA5 56043,2.1,20.7,41.5,35.8
ZCTA5 56044,1.8,27.3,42.5,28.3
ZCTA5 56045,3.3,26.8,42.1,27.8
ZCTA5 56046,0,44.4,44.4,11.1
ZCTA5 56047,0,24.5,40.8,34.7
ZCTA5 56048,1.1,37.9,36.8,24.3
ZCTA5 56050,0,28.6,43.5,27.9
ZCTA5 56051,1,26.3,44.4,28.3
ZCTA5 56052,3.1,24.6,45.2,27.1
ZCTA5 56054,3.5,36.6,41.7,18.2
ZCTA5 56055,2,37.6,33.5,26.8
ZCTA5 56056,2.3,38.6,34.1,25
ZCTA5 56057,4,34.8,35.5,25.7
ZCTA5 56058,2.4,34.4,34.4,28.9
ZCTA5 56060,0.6,34.7,32.9,31.8
ZCTA5 56062,7.8,28.4,36.6,27.2
ZCTA5 56063,2.5,26.9,43.7,26.8
ZCTA5 56065,4.3,34.3,33.9,27.5
ZCTA5 56068,5.5,21.1,42.7,30.8
ZCTA5 56069,7.3,28.2,41.7,22.8
ZCTA5 56071,1.1,33.5,40.8,24.5
ZCTA5 56072,4.8,26.3,39.9,28.9
ZCTA5 56073,3.8,31.4,33.8,31
ZCTA5 56074,4,37.3,36,22.7
ZCTA5 56075,1.2,25.6,28,45.1
ZCTA5 56078,2.8,31.6,37.9,27.7
ZCTA5 56080,11.5,25.6,51.9,11.1
ZCTA5 56081,2.9,26.8,36.9,33.3
ZCTA5 56082,5.6,32.1,35.5,26.8
ZCTA5 56083,3.1,20.7,42.5,33.8
ZCTA5 56085,3.6,27.4,41.1,27.9
ZCTA5 56087,3.6,24.6,38.2,33.7
ZCTA5 56088,6.1,19.2,37.7,37
ZCTA5 56089,5.2,19.5,33.8,41.6
ZCTA5 56090,2.8,29.5,39.9,27.8
ZCTA5 56091,2.8,26.9,36.6,33.8
ZCTA5 56093,6.1,30.2,35.1,28.6
ZCTA5 56096,4.1,24,41.4,30.5
ZCTA5 56097,1.4,27.4,39.7,31.5
ZCTA5 56098,6.9,27.6,36.3,29.2
ZCTA5 56101,3.3,27.3,35.4,33.9
ZCTA5 56110,6.7,25.3,40.8,27.2
ZCTA5 56111,0,33.9,39.4,26.7
ZCTA5 56113,7.3,31.7,36.6,24.4
ZCTA5 56114,1.5,23.4,51.1,24.1
ZCTA5 56115,2.7,34.8,34.1,28.4
ZCTA5 56116,19.2,31.9,33.9,15
ZCTA5 56117,3.7,26.1,48.5,21.6
ZCTA5 56118,7.5,32.3,32.3,28
ZCTA5 56119,3.4,24.3,43.2,29.1
ZCTA5 56120,1.1,23.3,32.5,43.1
ZCTA5 56121,2.4,27.9,40.7,29
ZCTA5 56122,6.3,26.2,43.4,24.2
ZCTA5 56123,3.4,16.3,34.6,45.7
ZCTA5 56125,0,13.8,48.3,37.9
ZCTA5 56127,4.8,18,42.5,34.7
ZCTA5 56128,7.5,26.8,32.1,33.5
ZCTA5 56129,9.5,25.6,39.9,25
ZCTA5 56131,2.8,23,39.9,34.3
ZCTA5 56132,3.8,19.9,43.1,33.2
ZCTA5 56134,7.3,31.6,37.8,23.3
ZCTA5 56136,6,27.2,29.4,37.5
ZCTA5 56137,6.2,27.9,31.9,33.9
ZCTA5 56138,5.9,24.5,34.8,34.8
ZCTA5 56139,4,20.9,51.4,23.7
ZCTA5 56140,0,15,50,35
ZCTA5 56141,5.4,29.5,40.3,24.8
ZCTA5 56142,11.3,21.8,31.9,35
ZCTA5 56143,5.9,22.8,39.5,31.8
ZCTA5 56144,2.6,22,41.7,33.8
ZCTA5 56145,2.3,23.8,34.4,39.5
ZCTA5 56146,13.5,40.5,43.2,2.7
ZCTA5 56147,2.4,24.1,48.2,25.3
ZCTA5 56149,5.6,24.4,37,33
ZCTA5 56150,3.7,33.2,33.2,29.9
ZCTA5 56151,3.9,22.9,35.1,38.1
ZCTA5 56152,2.7,21.7,35.8,39.7
ZCTA5 56153,6.5,29,23.4,41.1
ZCTA5 56155,2.6,31.2,40.3,26
ZCTA5 56156,6.6,29.8,33.7,29.9
ZCTA5 56157,5.6,37.8,39.9,16.8
ZCTA5 56158,6.6,17.6,41.8,34.1
ZCTA5 56159,4.4,27.4,36.1,32.2
ZCTA5 56160,0,36.5,19.8,43.8
ZCTA5 56161,0,29.8,41.1,29.1
ZCTA5 56162,1,26.2,11.7,61.2
ZCTA5 56164,5,26.3,39.8,28.9
ZCTA5 56165,3.2,26.3,44.2,26.3
ZCTA5 56166,0,25.3,37.9,36.8
ZCTA5 56167,7.4,18.4,40.6,33.5
ZCTA5 56168,3.7,22.7,34.7,39
ZCTA5 56169,4.2,33,39.5,23.4
ZCTA5 56170,8,26.9,37.5,27.6
ZCTA5 56171,2.3,24.6,40.2,33
ZCTA5 56172,3.9,23.8,33,39.3
ZCTA5 56173,11,36.1,34.2,18.7
ZCTA5 56174,12.6,15.9,39.7,31.8
ZCTA5 56175,4.1,30.7,32.2,33
ZCTA5 56176,7.7,27.1,35,30.2
ZCTA5 56177,0,35.3,52.9,11.8
ZCTA5 56178,3.4,29.4,32.8,34.4
ZCTA5 56180,6.8,22.6,38,32.5
ZCTA5 56181,0.6,29.6,41.9,27.9
ZCTA5 56183,7.9,19.4,30.8,41.9
ZCTA5 56185,6,22.1,43.3,28.6
ZCTA5 56186,17.5,27.3,37.1,18.2
ZCTA5 56187,5.8,34.3,34.4,25.4
ZCTA5 56201,7.6,33.9,32.9,25.6
ZCTA5 56207,0,19.6,45.4,35.1
ZCTA5 56208,4.7,24.4,34.4,36.5
ZCTA5 56209,4.8,27.4,42.6,25.1
ZCTA5 56210,0,0,100,0
ZCTA5 56211,0,21.2,53,25.8
ZCTA5 56212,13,26,35.1,26
ZCTA5 56214,7.1,20.2,33.7,39.1
ZCTA5 56215,3.8,29,33.5,33.7
ZCTA5 56216,5.3,27.8,44.5,22.4
ZCTA5 56218,0,24.1,44.9,31
ZCTA5 56219,2.3,25.3,39.3,33.1
ZCTA5 56220,4.2,24.2,36.9,34.7
ZCTA5 56221,9.3,17.9,35.9,36.9
ZCTA5 56222,9.2,26.9,31.2,32.7
ZCTA5 56223,1.9,27.6,37.8,32.6
ZCTA5 56224,5.2,29.1,42.5,23.1
ZCTA5 56225,4.8,15.5,47,32.7
ZCTA5 56226,2.9,33.7,43.3,20.2
ZCTA5 56227,0,24.1,39.1,36.8
ZCTA5 56228,0,30.5,42.2,27.3
ZCTA5 56229,1.8,36.1,41.7,20.4
ZCTA5 56230,1,36.4,33.3,29.3
ZCTA5 56231,1.3,37,33.1,28.6
ZCTA5 56232,5.9,22.9,31.4,39.8
ZCTA5 56235,13.1,24.8,30.4,31.8
ZCTA5 56236,12.1,25,40.2,22.7
ZCTA5 56237,5.9,26.6,45.9,21.6
ZCTA5 56239,0,37.6,42.3,20.1
ZCTA5 56240,1.9,24.1,32.5,41.4
ZCTA5 56241,6.4,27.7,36.6,29.4
ZCTA5 56243,7.6,28.7,37.7,26.1
ZCTA5 56244,6.7,40.9,32.6,19.8
ZCTA5 56245,8.8,41,36,14.2
ZCTA5 56248,4.8,16.8,44.4,33.9
ZCTA5 56249,0,26.7,47.3,26
ZCTA5 56251,5.4,31.1,38,25.4
ZCTA5 56252,5.2,32.5,34.3,28.1
ZCTA5 56253,4.4,22.1,41.3,32.2
ZCTA5 56255,1.4,33.6,35,30
ZCTA5 56256,6.6,20.7,37.3,35.4
ZCTA5 56257,0,15.4,37,47.6
ZCTA5 56258,7.9,36.4,31.7,24.1
ZCTA5 56260,4.3,21,45,29.7
ZCTA5 56262,4.3,26.2,33.2,36.3
ZCTA5 56263,4.9,25.2,41.3,28.6
ZCTA5 56264,1.6,29.1,41.9,27.4
ZCTA5 56265,6.1,28.2,36.4,29.3
ZCTA5 56266,3.5,28.4,38,30
ZCTA5 56267,14.9,25.5,31.2,28.4
ZCTA5 56270,3.3,32,40.8,23.9
ZCTA5 56271,6.1,29.2,39.4,25.2
